case	barcode_normal	barcode_tumor	uuid_normal	uuid_tumor	chr1:111755648_normal	chr1:111755648_tumor	chr1:120973520_normal	chr1:120973520_tumor	chr1:125167749_normal	chr1:125167749_tumor	chr1:125167927_normal	chr1:125167927_tumor	chr1:143184833_normal	chr1:143184833_tumor	chr1:143191791_normal	chr1:143191791_tumor	chr1:143213623_normal	chr1:143213623_tumor	chr1:143217536_normal	chr1:143217536_tumor	chr1:143218105_normal	chr1:143218105_tumor	chr1:185156770_normal	chr1:185156770_tumor	chr10:41909522_normal	chr10:41909522_tumor	chr10:41910866_normal	chr10:41910866_tumor	chr10:42067190_normal	chr10:42067190_tumor	chr10:73969_normal	chr10:73969_tumor	chr14:75794999_normal	chr14:75794999_tumor	chr16:34582307_normal	chr16:34582307_tumor	chr16:34583579_normal	chr16:34583579_tumor	chr16:68738315_normal	chr16:68738315_tumor	chr17:59381297_normal	chr17:59381297_tumor	chr20:29080591_normal	chr20:29080591_tumor	chr20:29080600_normal	chr20:29080600_tumor	chr20:31661448_normal	chr20:31661448_tumor	chr20:34526476_normal	chr20:34526476_tumor	chr21:32413109_normal	chr21:32413109_tumor	chr3:47586910_normal	chr3:47586910_tumor	chr3:75669082_normal	chr3:75669082_tumor	chr3:75669400_normal	chr3:75669400_tumor	chr5:40681256_normal	chr5:40681256_tumor	chr5:49657236_normal	chr5:49657236_tumor	chr5:49657316_normal	chr5:49657316_tumor	chr5:49658235_normal	chr5:49658235_tumor	chr5:49660983_normal	chr5:49660983_tumor	chr8:102395112_normal	chr8:102395112_tumor	chr8:127891443_normal	chr8:127891443_tumor	chr8:128267540_normal	chr8:128267540_tumor	chr8:13132891_normal	chr8:13132891_tumor	chr9:135751043_normal	chr9:135751043_tumor
TCGA-C8-A1HK	TCGA-C8-A1HK-10A	TCGA-C8-A1HK-01A	5eb0f940-27be-457e-8f98-5ce127baa88b	1a532841-f961-41e6-919c-a3b353b15a64	5	6.0	1.0	0.0	20.0	40.0	64.0	80.0	73.0	133.0	14.0	34.0	22.0	31.0	313.0	526.0	196.0	243.0	3.0	4.0	24.0	23.0	77.0	148.0	40.0	68.0	0.0	1.0	1.0	4.0	541.0	1537.0	439.0	944.0	8.0	19.0	0.0	1.0	3.0	3.0	3.0	2.0	1.0	3.0	5.0	6	7.0	15.0	0.0	0.0	22.0	18.0	10.0	16.0	15	25	84.0	190.0	63.0	146.0	83.0	139.0	122.0	338.0	2.0	2.0	1.0	6.0	1.0	7.0	10.0	7.0	11.0	39
TCGA-LL-A6FP	TCGA-LL-A6FP-10A	TCGA-LL-A6FP-01A	920e5332-b803-420e-ae56-072b9866c872	c18a9b95-1abd-4a5b-9aec-6d2d072c58c7	7	3.0	193.0	167.0	0.0	1.0	1.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	15.0	16.0	8.0	7.0	5.0	5.0	1.0	1.0	1.0	1.0	0.0	2.0	5.0	8.0	0.0	0.0	23.0	28.0	21.0	14.0	82.0	69.0	0.0	0.0	9.0	18.0	9.0	16.0	0.0	0.0	1.0	7	19.0	14.0	21.0	17.0	5.0	5.0	0.0	8.0	22	19	5.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	17.0	67.0	55
TCGA-C8-A278	TCGA-C8-A278-10A	TCGA-C8-A278-01A	f076eb85-4279-4974-a78a-b9ddd56dc2e2	33201653-c99c-4b15-b41f-2d9356e90f25	8	13.0	2.0	0.0	59.0	59.0	93.0	130.0	163.0	193.0	35.0	26.0	8.0	12.0	595.0	594.0	424.0	319.0	3.0	5.0	45.0	48.0	179.0	212.0	94.0	122.0	3.0	1.0	3.0	5.0	1342.0	1372.0	942.0	778.0	28.0	15.0	0.0	2.0	5.0	6.0	5.0	4.0	0.0	2.0	12.0	7	10.0	15.0	3.0	3.0	58.0	52.0	28.0	31.0	26	24	214.0	218.0	145.0	144.0	193.0	165.0	332.0	360.0	5.0	5.0	1.0	2.0	1.0	5.0	6.0	11.0	28.0	31
TCGA-UL-AAZ6	TCGA-UL-AAZ6-10A	TCGA-UL-AAZ6-01A	1cda1e10-04d4-459b-b4ee-582bddfb3f85	592626c8-b429-4cd9-aaf7-673665ad0360	8	6.0	390.0	174.0	4.0	2.0	8.0	4.0	13.0	13.0	1.0	0.0	2.0	3.0	55.0	25.0	22.0	17.0	5.0	9.0	1.0	0.0	3.0	3.0	4.0	4.0	13.0	16.0	0.0	0.0	106.0	114.0	89.0	38.0	174.0	109.0	0.0	0.0	35.0	24.0	32.0	18.0	0.0	1.0	11.0	6	21.0	21.0	72.0	24.0	13.0	5.0	5.0	1.0	30	12	8.0	5.0	6.0	3.0	2.0	2.0	12.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	10.0	64.0	35
TCGA-D8-A1Y1	TCGA-D8-A1Y1-10A	TCGA-D8-A1Y1-01A	9df57de4-0c32-4de9-b21d-d7aa4d8e20d1	65327fd4-a410-4777-ae75-e08597f798e3	10	3.0	0.0	0.0	44.0	108.0	93.0	118.0	88.0	86.0	14.0	10.0	43.0	63.0	586.0	1084.0	274.0	535.0	2.0	4.0	25.0	57.0	99.0	126.0	54.0	64.0	1.0	0.0	2.0	0.0	946.0	1242.0	675.0	1060.0	23.0	10.0	4.0	1.0	4.0	2.0	4.0	2.0	0.0	1.0	4.0	12	20.0	5.0	2.0	2.0	45.0	16.0	15.0	13.0	30	13	116.0	200.0	81.0	109.0	92.0	194.0	173.0	272.0	3.0	1.0	0.0	4.0	2.0	0.0	8.0	7.0	39.0	13
TCGA-E2-A573	TCGA-E2-A573-10A	TCGA-E2-A573-01A	5ea47203-ca71-4f9b-a04f-2ef831e59ee1	c3e0dfb8-22d5-436c-9bc1-4f87a8280c61	6	14.0	144.0	172.0	16.0	4.0	69.0	6.0	137.0	7.0	18.0	2.0	48.0	7.0	840.0	104.0	323.0	51.0	1.0	6.0	36.0	3.0	72.0	8.0	79.0	12.0	14.0	19.0	1.0	1.0	810.0	48.0	549.0	49.0	67.0	70.0	2.0	0.0	35.0	40.0	32.0	37.0	0.0	0.0	3.0	5	11.0	18.0	22.0	26.0	26.0	12.0	19.0	5.0	16	29	107.0	9.0	86.0	9.0	54.0	3.0	133.0	10.0	1.0	0.0	1.0	0.0	0.0	0.0	29.0	20.0	54.0	48
TCGA-AR-A1AM	TCGA-AR-A1AM-10A	TCGA-AR-A1AM-01A	40585d04-e2cc-4c4c-bafe-7a8ff112f451	e592dd06-71b5-477a-87f5-fd5199291564	4	7.0	125.0	98.0	10.0	2.0	21.0	11.0	45.0	8.0	1.0	4.0	10.0	6.0	228.0	85.0	126.0	55.0	3.0	1.0	2.0	2.0	31.0	9.0	23.0	10.0	10.0	6.0	0.0	0.0	301.0	107.0	225.0	78.0	77.0	48.0	1.0	0.0	30.0	30.0	27.0	26.0	0.0	1.0	0.0	5	9.0	23.0	20.0	18.0	11.0	13.0	11.0	7.0	35	27	29.0	15.0	31.0	11.0	15.0	10.0	52.0	24.0	0.0	0.0	1.0	0.0	0.0	2.0	21.0	19.0	32.0	33
TCGA-A2-A25D	TCGA-A2-A25D-10A	TCGA-A2-A25D-01A	d6f40d66-05da-481d-8dfd-caddb988c456	e392d155-0fb5-4736-b523-7fb3dbf51dea	10	4.0	0.0	2.0	53.0	50.0	103.0	73.0	120.0	86.0	18.0	14.0	54.0	35.0	942.0	722.0	395.0	315.0	3.0	4.0	26.0	16.0	99.0	73.0	72.0	46.0	2.0	2.0	3.0	1.0	972.0	697.0	626.0	470.0	22.0	7.0	3.0	2.0	2.0	4.0	3.0	2.0	2.0	1.0	7.0	4	11.0	7.0	1.0	0.0	44.0	22.0	31.0	16.0	20	10	143.0	101.0	112.0	86.0	139.0	88.0	233.0	144.0	0.0	0.0	2.0	2.0	1.0	4.0	6.0	2.0	26.0	13
TCGA-B6-A1KF	TCGA-B6-A1KF-10A	TCGA-B6-A1KF-01A	642c82c7-a9d5-45d9-9c04-dae43ddf60c5	72529809-a5e3-4401-8ddf-767409aea35a	4	8.0	1.0	4.0	4.0	67.0	14.0	153.0	10.0	342.0	5.0	38.0	6.0	46.0	65.0	1059.0	41.0	674.0	1.0	12.0	2.0	23.0	9.0	83.0	8.0	132.0	0.0	4.0	5.0	1.0	77.0	1383.0	81.0	934.0	7.0	28.0	0.0	2.0	0.0	5.0	0.0	2.0	0.0	3.0	4.0	11	0.0	21.0	0.0	3.0	7.0	13.0	4.0	8.0	12	62	10.0	180.0	13.0	124.0	14.0	126.0	38.0	260.0	1.0	4.0	0.0	1.0	2.0	5.0	0.0	6.0	2.0	41
TCGA-A2-A4RX	TCGA-A2-A4RX-10A	TCGA-A2-A4RX-01A	68e13491-bf8e-4cf5-98bc-8c1e1b3ecf90	33a72442-9425-46ee-ba40-63e37fca8143	10	13.0	150.0	170.0	6.0	9.0	19.0	23.0	29.0	37.0	1.0	4.0	11.0	22.0	108.0	144.0	49.0	79.0	3.0	4.0	2.0	12.0	10.0	28.0	2.0	8.0	12.0	14.0	1.0	1.0	174.0	219.0	121.0	135.0	109.0	159.0	0.0	1.0	28.0	56.0	28.0	57.0	1.0	1.0	9.0	7	20.0	19.0	37.0	50.0	7.0	17.0	8.0	13.0	41	61	10.0	34.0	6.0	27.0	8.0	18.0	13.0	54.0	1.0	0.0	1.0	3.0	0.0	1.0	62.0	46.0	74.0	141
TCGA-OL-A66N	TCGA-OL-A66N-10A	TCGA-OL-A66N-01A	20731891-aa68-411a-9a3f-e0f09ebaef55	198a61aa-83a2-4115-9512-b5a0a1c1a289	10	10.0	218.0	196.0	1.0	3.0	0.0	8.0	2.0	7.0	0.0	0.0	2.0	1.0	12.0	24.0	4.0	10.0	6.0	10.0	0.0	0.0	0.0	0.0	1.0	1.0	14.0	4.0	1.0	0.0	14.0	19.0	17.0	23.0	84.0	73.0	0.0	0.0	23.0	21.0	22.0	16.0	0.0	0.0	5.0	10	13.0	9.0	20.0	13.0	14.0	11.0	9.0	3.0	28	23	2.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	43.0	60.0	44
TCGA-OL-A5RY	TCGA-OL-A5RY-10A	TCGA-OL-A5RY-01A	1e811835-85a2-4832-ac1c-1e14b54d56f4	23fd4467-f28e-4bc9-8ada-95ba98092864	17	6.0	152.0	142.0	1.0	2.0	6.0	11.0	9.0	10.0	0.0	2.0	5.0	4.0	31.0	53.0	19.0	42.0	1.0	4.0	3.0	3.0	7.0	2.0	3.0	10.0	10.0	9.0	0.0	1.0	73.0	143.0	39.0	97.0	84.0	51.0	1.0	0.0	33.0	37.0	29.0	34.0	1.0	1.0	3.0	1	16.0	14.0	25.0	23.0	9.0	15.0	7.0	4.0	33	28	12.0	10.0	12.0	8.0	10.0	10.0	16.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	32.0	19.0	62.0	61
TCGA-S3-A6ZF	TCGA-S3-A6ZF-10B	TCGA-S3-A6ZF-01A	24ca34b3-e06e-4171-b2d7-68f8b53ca1a1	728258f1-5769-44dd-913d-994f188b1d75	7	4.0	182.0	514.0	0.0	2.0	1.0	4.0	8.0	5.0	0.0	0.0	2.0	4.0	15.0	46.0	5.0	14.0	4.0	9.0	0.0	1.0	4.0	7.0	1.0	1.0	10.0	16.0	0.0	0.0	18.0	18.0	10.0	16.0	73.0	111.0	0.0	0.0	26.0	55.0	26.0	51.0	0.0	0.0	10.0	20	7.0	13.0	18.0	31.0	15.0	14.0	6.0	10.0	15	30	6.0	9.0	7.0	4.0	2.0	4.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	32.0	71
TCGA-EW-A2FS	TCGA-EW-A2FS-10A	TCGA-EW-A2FS-01A	38fdaed5-b8ea-4eea-9a52-917cab74e4de	1f7fd84c-f053-4c7e-897a-5e63fc064946	3	1.0	1.0	4.0	33.0	36.0	101.0	89.0	129.0	164.0	3.0	3.0	95.0	96.0	579.0	666.0	293.0	356.0	6.0	4.0	14.0	17.0	72.0	85.0	39.0	46.0	2.0	0.0	1.0	1.0	916.0	712.0	584.0	477.0	8.0	11.0	0.0	6.0	1.0	8.0	1.0	7.0	2.0	2.0	7.0	2	1.0	6.0	1.0	0.0	28.0	26.0	21.0	9.0	14	15	152.0	134.0	112.0	100.0	125.0	121.0	263.0	216.0	1.0	0.0	7.0	1.0	1.0	2.0	9.0	5.0	16.0	13
TCGA-A7-A6VW	TCGA-A7-A6VW-10A	TCGA-A7-A6VW-01A	5a3bf09a-ed44-4f62-b1e9-6a8802e8ae4a	8a0526ff-beb3-4066-bd18-c09c7074c3c6	1	4.0	176.0	169.0	1.0	3.0	4.0	6.0	13.0	12.0	0.0	4.0	4.0	2.0	37.0	31.0	13.0	15.0	3.0	7.0	1.0	2.0	6.0	8.0	7.0	5.0	3.0	12.0	0.0	0.0	48.0	37.0	38.0	12.0	64.0	41.0	0.0	0.0	17.0	26.0	13.0	26.0	0.0	0.0	10.0	6	7.0	5.0	15.0	11.0	7.0	3.0	2.0	2.0	13	26	6.0	5.0	6.0	3.0	4.0	4.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	6.0	21.0	9
TCGA-BH-A1FH	TCGA-BH-A1FH-11B	TCGA-BH-A1FH-01A	c59ee65d-9a9d-481e-8322-2173716aa9ef	f05d863e-0b9d-44f5-8ae0-d073a0e54a8a	7	11.0	0.0	1.0	48.0	41.0	61.0	84.0	103.0	91.0	8.0	4.0	26.0	28.0	626.0	658.0	302.0	270.0	5.0	3.0	24.0	38.0	94.0	126.0	136.0	140.0	4.0	1.0	2.0	1.0	1054.0	1096.0	779.0	848.0	19.0	18.0	4.0	0.0	5.0	0.0	4.0	0.0	1.0	0.0	6.0	6	7.0	13.0	1.0	3.0	37.0	25.0	27.0	14.0	23	35	143.0	122.0	108.0	107.0	130.0	118.0	227.0	236.0	2.0	0.0	3.0	4.0	1.0	0.0	12.0	2.0	26.0	47
TCGA-E2-A1II	TCGA-E2-A1II-10A	TCGA-E2-A1II-01A	5c0551db-0ac6-492e-b4fb-fe29349dd1f1	ec7d4a35-7ac5-4d8b-af9f-9c91491e811b	6	10.0	1.0	1.0	59.0	80.0	123.0	131.0	140.0	132.0	15.0	17.0	54.0	49.0	1624.0	1452.0	829.0	614.0	2.0	5.0	25.0	25.0	56.0	91.0	22.0	37.0	3.0	0.0	15.0	6.0	978.0	993.0	839.0	728.0	14.0	5.0	4.0	0.0	6.0	6.0	5.0	4.0	3.0	3.0	7.0	9	8.0	8.0	0.0	1.0	50.0	17.0	14.0	16.0	11	25	161.0	148.0	113.0	116.0	144.0	141.0	205.0	199.0	7.0	8.0	1.0	1.0	1.0	0.0	10.0	5.0	9.0	11
TCGA-E9-A1RF	TCGA-E9-A1RF-10A	TCGA-E9-A1RF-01A	06eec946-e8b6-44c3-adad-e62f6adf68d8	5a8e7023-0a18-473f-8dd6-e05592e30b10	6	4.0	1.0	0.0	83.0	26.0	148.0	72.0	180.0	69.0	88.0	30.0	53.0	27.0	1169.0	372.0	712.0	191.0	3.0	2.0	43.0	16.0	110.0	41.0	97.0	39.0	1.0	0.0	5.0	2.0	1229.0	398.0	964.0	263.0	16.0	11.0	2.0	2.0	5.0	2.0	4.0	2.0	4.0	0.0	17.0	6	10.0	5.0	2.0	0.0	24.0	23.0	12.0	10.0	26	15	214.0	50.0	158.0	40.0	210.0	41.0	330.0	72.0	4.0	2.0	1.0	0.0	2.0	0.0	2.0	1.0	21.0	16
TCGA-EW-A1PE	TCGA-EW-A1PE-10A	TCGA-EW-A1PE-01A	fbef897e-2b37-4068-8b28-854ed203120f	f947f880-e522-4fb7-a093-abe499824622	18	4.0	4.0	2.0	83.0	58.0	149.0	138.0	365.0	315.0	65.0	72.0	74.0	77.0	1508.0	1307.0	1105.0	963.0	1.0	6.0	34.0	33.0	156.0	112.0	113.0	93.0	3.0	1.0	15.0	6.0	2218.0	1340.0	1639.0	1023.0	12.0	7.0	3.0	1.0	9.0	5.0	8.0	6.0	7.0	7.0	7.0	9	18.0	12.0	2.0	3.0	63.0	49.0	36.0	34.0	24	17	173.0	151.0	135.0	108.0	169.0	116.0	299.0	211.0	2.0	5.0	5.0	5.0	3.0	2.0	10.0	5.0	27.0	29
TCGA-A2-A3Y0	TCGA-A2-A3Y0-10A	TCGA-A2-A3Y0-01A	573e263e-39ad-4779-a7fd-5830684e9cb1	73fc90f7-cb81-49c5-8677-3ad5bda5f7d9	12	28.0	182.0	332.0	4.0	16.0	13.0	30.0	15.0	29.0	1.0	2.0	3.0	14.0	64.0	157.0	21.0	64.0	2.0	8.0	2.0	1.0	10.0	18.0	16.0	35.0	6.0	16.0	0.0	3.0	122.0	280.0	57.0	166.0	101.0	145.0	0.0	1.0	15.0	21.0	8.0	13.0	0.0	0.0	6.0	3	13.0	19.0	45.0	40.0	4.0	7.0	5.0	4.0	30	33	7.0	9.0	3.0	8.0	1.0	3.0	8.0	11.0	1.0	1.0	1.0	0.0	0.0	0.0	41.0	61.0	74.0	100
TCGA-E9-A227	TCGA-E9-A227-10A	TCGA-E9-A227-01A	d8fb14d5-06d9-4ef9-814a-0012e8821686	4a28df40-aa58-46c6-bfba-3c916eb5f05d	7	5.0	1.0	1.0	27.0	101.0	62.0	230.0	50.0	224.0	5.0	21.0	20.0	97.0	387.0	1856.0	158.0	752.0	1.0	4.0	28.0	71.0	64.0	165.0	31.0	147.0	1.0	2.0	0.0	0.0	507.0	1547.0	311.0	1170.0	11.0	19.0	2.0	5.0	4.0	7.0	3.0	7.0	2.0	1.0	5.0	9	8.0	7.0	1.0	2.0	26.0	42.0	14.0	20.0	20	33	69.0	234.0	49.0	201.0	50.0	195.0	105.0	379.0	2.0	1.0	0.0	1.0	0.0	1.0	7.0	4.0	17.0	21
TCGA-LL-A5YN	TCGA-LL-A5YN-10A	TCGA-LL-A5YN-01A	039bbbb5-dff6-4275-87ad-dee98dfa1cd6	3e2ecf8f-3d28-4e47-ab7d-f679a1809e5a	13	7.0	189.0	376.0	1.0	2.0	9.0	8.0	19.0	12.0	0.0	1.0	10.0	9.0	61.0	116.0	29.0	73.0	3.0	3.0	1.0	1.0	3.0	4.0	3.0	4.0	7.0	18.0	0.0	0.0	48.0	32.0	33.0	21.0	106.0	68.0	0.0	0.0	32.0	51.0	27.0	43.0	0.0	0.0	5.0	9	16.0	11.0	23.0	32.0	9.0	17.0	6.0	9.0	36	26	6.0	7.0	3.0	9.0	8.0	9.0	14.0	13.0	1.0	0.0	0.0	0.0	1.0	1.0	42.0	27.0	90.0	50
TCGA-A7-A4SC	TCGA-A7-A4SC-10A	TCGA-A7-A4SC-01A	9a7b9dd6-207c-4435-a7f7-9f5fabea4a57	c41110bd-4844-4b80-a56c-9b0b26a005e6	11	6.0	142.0	150.0	2.0	16.0	12.0	24.0	17.0	64.0	1.0	4.0	2.0	6.0	66.0	177.0	70.0	106.0	9.0	11.0	5.0	8.0	33.0	58.0	12.0	21.0	10.0	25.0	1.0	0.0	89.0	127.0	72.0	81.0	91.0	74.0	1.0	1.0	41.0	39.0	37.0	36.0	0.0	0.0	9.0	6	17.0	9.0	29.0	36.0	18.0	21.0	11.0	12.0	33	36	31.0	53.0	21.0	42.0	29.0	29.0	42.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	24.0	96.0	72
TCGA-A7-A4SC	TCGA-A7-A4SC-11A	TCGA-A7-A4SC-01A	f6dd505d-a754-4ca9-979b-1a2720bbc223	c41110bd-4844-4b80-a56c-9b0b26a005e6	21	6.0	209.0	150.0	3.0	16.0	20.0	24.0	38.0	64.0	4.0	4.0	2.0	6.0	110.0	177.0	62.0	106.0	10.0	11.0	12.0	8.0	46.0	58.0	12.0	21.0	21.0	25.0	1.0	0.0	151.0	127.0	122.0	81.0	152.0	74.0	1.0	1.0	59.0	39.0	52.0	36.0	0.0	0.0	11.0	6	24.0	9.0	45.0	36.0	29.0	21.0	12.0	12.0	58	36	54.0	53.0	44.0	42.0	35.0	29.0	68.0	76.0	1.0	0.0	3.0	0.0	1.0	0.0	71.0	24.0	106.0	72
TCGA-OL-A5RV	TCGA-OL-A5RV-10A	TCGA-OL-A5RV-01A	96d0c0a1-730b-4254-9aee-e57b3286885e	ac2cdf56-e2fd-4155-baea-665691f172fe	10	8.0	240.0	190.0	3.0	10.0	7.0	21.0	13.0	31.0	5.0	2.0	6.0	18.0	52.0	103.0	26.0	53.0	2.0	5.0	3.0	7.0	10.0	19.0	9.0	12.0	13.0	8.0	1.0	0.0	86.0	63.0	58.0	67.0	86.0	54.0	0.0	0.0	29.0	33.0	24.0	27.0	0.0	1.0	9.0	2	10.0	10.0	32.0	19.0	13.0	3.0	8.0	8.0	28	16	13.0	9.0	9.0	6.0	8.0	12.0	12.0	26.0	0.0	0.0	1.0	0.0	0.0	0.0	47.0	29.0	69.0	55
TCGA-D8-A1JE	TCGA-D8-A1JE-10A	TCGA-D8-A1JE-01A	fb405267-2f4c-44eb-8634-d443ebd66331	f1968b85-7a2a-4cea-897c-cb0246598dc4	2	12.0	1.0	3.0	27.0	45.0	138.0	117.0	108.0	97.0	3.0	5.0	74.0	75.0	722.0	865.0	325.0	339.0	1.0	4.0	12.0	60.0	61.0	178.0	82.0	162.0	1.0	1.0	1.0	10.0	558.0	727.0	333.0	515.0	9.0	9.0	3.0	4.0	0.0	5.0	0.0	6.0	0.0	2.0	4.0	14	5.0	9.0	1.0	4.0	12.0	29.0	9.0	21.0	10	23	33.0	170.0	39.0	139.0	21.0	154.0	53.0	348.0	1.0	2.0	2.0	2.0	1.0	3.0	8.0	10.0	25.0	22
TCGA-EW-A1P4	TCGA-EW-A1P4-10A	TCGA-EW-A1P4-01A	fde53122-408d-4696-904f-3e0c956d11c1	b2b50f20-2d79-4f7b-adde-8db0d3912400	12	2.0	1.0	1.0	62.0	79.0	152.0	149.0	163.0	144.0	23.0	16.0	107.0	122.0	1243.0	1371.0	570.0	646.0	3.0	5.0	41.0	44.0	92.0	77.0	49.0	54.0	2.0	1.0	2.0	3.0	833.0	909.0	575.0	693.0	21.0	8.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	5.0	5.0	9	12.0	9.0	0.0	0.0	30.0	47.0	27.0	24.0	29	22	165.0	196.0	151.0	145.0	174.0	159.0	278.0	235.0	1.0	3.0	1.0	3.0	2.0	5.0	14.0	6.0	24.0	16
TCGA-D8-A1XF	TCGA-D8-A1XF-10A	TCGA-D8-A1XF-01A	04968199-d6bb-43af-a83d-1c6e23ba3360	a31deffd-16af-4fe3-8e97-067266a3c4d3	5	2.0	0.0	0.0	52.0	68.0	111.0	103.0	131.0	148.0	50.0	62.0	38.0	32.0	1141.0	1310.0	562.0	688.0	1.0	2.0	42.0	21.0	100.0	76.0	69.0	69.0	2.0	1.0	2.0	2.0	1373.0	1286.0	977.0	1043.0	13.0	13.0	3.0	1.0	2.0	2.0	2.0	2.0	0.0	1.0	5.0	8	10.0	4.0	3.0	0.0	22.0	19.0	16.0	13.0	13	2	124.0	107.0	81.0	79.0	115.0	113.0	188.0	131.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	4.0	9.0	10
TCGA-BH-A1FR	TCGA-BH-A1FR-11B	TCGA-BH-A1FR-01A	01afbaa8-a84d-4836-98cd-59b595673bbd	1546b18c-2f98-4e09-bb73-40f1bc75375b	7	13.0	1.0	1.0	36.0	50.0	62.0	144.0	121.0	202.0	16.0	22.0	15.0	19.0	517.0	643.0	334.0	374.0	4.0	4.0	34.0	37.0	137.0	235.0	69.0	91.0	2.0	4.0	1.0	6.0	509.0	744.0	439.0	552.0	21.0	11.0	2.0	2.0	6.0	7.0	6.0	7.0	1.0	2.0	5.0	9	7.0	16.0	2.0	1.0	37.0	29.0	20.0	28.0	19	17	115.0	140.0	75.0	85.0	105.0	138.0	178.0	323.0	0.0	1.0	1.0	1.0	0.0	7.0	9.0	5.0	24.0	21
TCGA-Z7-A8R6	TCGA-Z7-A8R6-10A	TCGA-Z7-A8R6-01A	1536e3dd-70b4-4db7-8069-5e7a6c0d0b51	69ca0c60-9d4b-4218-a7a5-c74e3ef3f530	4	9.0	92.0	263.0	3.0	1.0	9.0	3.0	7.0	6.0	0.0	0.0	8.0	3.0	46.0	28.0	13.0	7.0	3.0	3.0	2.0	0.0	7.0	3.0	14.0	2.0	9.0	16.0	0.0	0.0	131.0	28.0	71.0	15.0	54.0	61.0	0.0	0.0	5.0	41.0	4.0	35.0	0.0	0.0	2.0	17	12.0	12.0	19.0	24.0	3.0	10.0	2.0	2.0	10	25	14.0	2.0	4.0	2.0	8.0	5.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	15.0	35.0	40
TCGA-E2-A1LL	TCGA-E2-A1LL-11A	TCGA-E2-A1LL-01A	62a1bf76-7e31-4ff2-955c-ce73c9987ae0	7e4ab9b9-b8e6-4565-ae89-83d90625e39e	7	3.0	1.0	4.0	30.0	44.0	72.0	91.0	179.0	170.0	21.0	23.0	45.0	45.0	795.0	899.0	458.0	567.0	3.0	4.0	24.0	32.0	90.0	121.0	36.0	38.0	3.0	0.0	10.0	3.0	1120.0	1268.0	850.0	1005.0	13.0	15.0	2.0	1.0	3.0	6.0	2.0	6.0	4.0	1.0	4.0	4	9.0	7.0	1.0	1.0	39.0	34.0	26.0	29.0	18	16	93.0	124.0	80.0	93.0	71.0	96.0	198.0	246.0	1.0	0.0	2.0	1.0	1.0	1.0	8.0	3.0	22.0	22
TCGA-A7-A26E	TCGA-A7-A26E-10A	TCGA-A7-A26E-01A	339f88ca-431f-4f18-8bc9-93e444021039	6259c059-013e-4637-b503-17312311afc4	5	17.0	3.0	166.0	49.0	0.0	113.0	5.0	167.0	12.0	12.0	0.0	124.0	8.0	1146.0	53.0	533.0	25.0	5.0	5.0	35.0	1.0	80.0	0.0	82.0	4.0	0.0	6.0	3.0	1.0	2231.0	69.0	1512.0	42.0	19.0	84.0	3.0	0.0	6.0	16.0	4.0	14.0	0.0	0.0	13.0	8	9.0	16.0	1.0	35.0	29.0	8.0	17.0	1.0	19	46	213.0	0.0	157.0	0.0	176.0	0.0	290.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	4.0	56.0	24.0	102
TCGA-A7-A26E	TCGA-A7-A26E-10A	TCGA-A7-A26E-01A	a39dd188-1a73-4d82-9389-a1865ad41eb8	6259c059-013e-4637-b503-17312311afc4	13	17.0	232.0	166.0	5.0	0.0	9.0	5.0	8.0	12.0	1.0	0.0	4.0	8.0	37.0	53.0	16.0	25.0	6.0	5.0	1.0	1.0	4.0	0.0	1.0	4.0	15.0	6.0	1.0	1.0	98.0	69.0	72.0	42.0	152.0	84.0	1.0	0.0	17.0	16.0	11.0	14.0	0.0	0.0	11.0	8	24.0	16.0	36.0	35.0	6.0	8.0	5.0	1.0	45	46	1.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	55.0	56.0	89.0	102
TCGA-EW-A1J2	TCGA-EW-A1J2-10A	TCGA-EW-A1J2-01A	ce501f56-c09d-4d38-bb1e-cc59fca59741	e17f8bd8-7cbb-4315-b1db-d5dff2fb7d89	12	8.0	0.0	0.0	10.0	73.0	12.0	162.0	9.0	178.0	1.0	28.0	6.0	62.0	76.0	1328.0	31.0	635.0	11.0	6.0	3.0	29.0	15.0	176.0	4.0	29.0	0.0	0.0	1.0	1.0	106.0	967.0	110.0	655.0	27.0	15.0	2.0	2.0	2.0	5.0	1.0	4.0	4.0	0.0	7.0	11	15.0	14.0	0.0	1.0	9.0	28.0	4.0	21.0	27	24	13.0	77.0	6.0	62.0	8.0	57.0	25.0	171.0	3.0	1.0	1.0	1.0	4.0	1.0	17.0	4.0	15.0	37
